acc_mean,acc_std,f1_macro_mean,f1_macro_std,f1_weighted_mean,f1_weighted_std,roc_auc_ovr_macro_mean,roc_auc_ovr_macro_std
0.9921081109615436,1.2412670766236366e-16,0.9910075088916381,0.0,0.9921141822341232,0.0,0.9999108458546873,0.0
