raw_feature,mean_abs_shap
dst_port,2.130427051409448
proto,1.904698207219898
conn_state,1.613304691479039
src_pkts,1.1784955548755
src_port,0.8323717675062774
service,0.7922303845448482
src_ip_bytes,0.7071040120033509
dst_ip_bytes,0.5836933820622849
dns_rejected,0.4044955157309007
duration,0.3945001086769435
dns_RA,0.32865139415102984
dns_query,0.28914799537572217
dst_bytes,0.2761805195995
dns_qtype,0.2704936351329844
dns_RD,0.2636321699681018
src_bytes,0.1853229704021994
dst_pkts,0.13907745699084392
dns_qclass,0.08051415619393723
dns_AA,0.04682406859527889
ssl_cipher,0.04352502996856823
dns_rcode,0.03157927074809601
missed_bytes,0.009477699903083345
http_status_code,0.00829520786615395
http_trans_depth,0.005095411915256569
weird_name,0.0046832548079614325
http_response_body_len,0.004064987521208407
ssl_version,0.0037260138328613205
http_user_agent,0.0018385738297243674
http_version,0.0017978745635353539
weird_notice,0.0012900737311142684
http_resp_mime_types,0.001005896766222929
ssl_resumed,0.00037090975273616815
ssl_established,7.812584014872137e-05
http_uri,7.392877712691157e-05
http_method,5.2324500096964466e-05
http_orig_mime_types,0.0
http_request_body_len,0.0
ssl_issuer,0.0
ssl_subject,0.0
weird_addl,0.0
