raw_feature,mean_abs_shap
conn_state,1.3861482019794458
dst_port,1.3122841212250451
src_port,0.9461839056338973
src_ip_bytes,0.8504811759304052
duration,0.6663113950583861
dst_ip_bytes,0.4067704409105137
src_bytes,0.313228748109917
src_pkts,0.30154762424682696
dst_bytes,0.28133221274774767
service,0.25720737458829146
proto,0.24888065128288292
dst_pkts,0.1528777489812182
dns_query,0.13575584133427632
dns_RA,0.11960742439385863
dns_rejected,0.06683376019653947
dns_RD,0.04778960785227095
dns_qtype,0.04684098771501924
dns_rcode,0.026417679962068136
dns_qclass,0.015936201810317782
dns_AA,0.014625800342846934
missed_bytes,0.01190687568739407
ssl_cipher,0.005147104377532309
http_status_code,0.0009340337322003193
weird_name,0.0006069549700964203
http_trans_depth,0.0005661568794729521
http_response_body_len,0.0004600592076839909
ssl_version,0.0004140015369845912
weird_notice,0.0002396156989822801
http_user_agent,0.0002057449087480846
http_version,0.0001997638403928171
http_resp_mime_types,0.00011176630735810322
ssl_resumed,4.121219474846313e-05
ssl_established,8.680648905413486e-06
http_uri,8.21430856965684e-06
http_method,5.813833344107163e-06
http_orig_mime_types,0.0
http_request_body_len,0.0
ssl_issuer,0.0
ssl_subject,0.0
weird_addl,0.0
