acc,f1_macro,f1_weighted,prec_macro,rec_macro,roc_auc_ovr_macro,seed,fit_s
0.99194974529522,0.9908508964507968,0.9919531429824445,0.9906835841016962,0.9910395560922757,0.9999064204935488,7,7.079372999985935
0.9921345052392642,0.991037907726393,0.9921384283094737,0.9908416460655902,0.9912580800090444,0.9999064615205084,21,6.78980070000398
0.9918969567397788,0.9907727687573664,0.9919012635704098,0.9905955111244995,0.9909742175332971,0.9999001747492,42,7.042655299999751
0.9917913796288964,0.9906897423974894,0.9917958077327219,0.9904986871630604,0.9909035126687916,0.9999014427866234,84,7.722244400007185
0.9919233510174994,0.9907620790878641,0.9919276662831865,0.9905934414009866,0.990955643564937,0.999902876326101,168,7.085298199992394
