acc_mean,acc_std,f1_macro_mean,f1_macro_std,f1_weighted_mean,f1_weighted_std,roc_auc_ovr_macro_mean,roc_auc_ovr_macro_std
0.9919391875841317,0.00012464136989595345,0.9908226788839819,0.00013318704061566835,0.9919432617756472,0.00012443610566964525,0.9999034751751962,2.871201570260655e-06
