acc_mean,acc_std,f1_macro_mean,f1_macro_std,f1_weighted_mean,f1_weighted_std,prec_macro_mean,prec_macro_std,rec_macro_mean,rec_macro_std,roc_auc_ovr_macro_mean,roc_auc_ovr_macro_std,fit_s_mean,fit_s_std
0.9919391875841317,0.00012464136989595345,0.9908226788839819,0.00013318704061566835,0.9919432617756472,0.00012443610566964525,0.9906425739711666,0.00012907736451460436,0.9910262019736692,0.0001384551302662379,0.9999034751751962,2.871201570260655e-06,7.143874319997849,0.34558535485213937
